dataset,heldout_split,eligible_users,rating_stability,tone_stability,rating_tone_cross_correlation,rating_sign_match,tone_sign_match
instant,val,1274,0.3958849587500484,0.3416615200071207,0.0681022830305607,0.6650755767700876,0.6161695447409733
instant,test,1308,0.41298355718135005,0.37496260739530096,0.07017937355473913,0.6757387247278382,0.6330275229357798
office,val,2101,0.3391639484467748,0.37181082530781895,0.10243151202716014,0.6450827653359299,0.6444550214183722
office,test,2112,0.372764052206436,0.40157518633126876,0.10641655241403243,0.6697203471552555,0.6444128787878788
digital,val,2280,0.4732481431483377,0.41792308301884973,0.046656977313693365,0.6957885304659498,0.6486842105263158
digital,test,2232,0.4190077547269973,0.3884834486431759,0.03407148174430314,0.6668175645088276,0.6514336917562724
